Rial value of the line,Rial value of the line after discount,Rial value of the old line,brand,Rial value of invoice products,packaging,Number of product discounts,Rial discount calculated,Quantity purchased,Distributor,Sum of purchased quantity and product discount,Settlement discount percentage,Riyal volume discount percentage of the invoice,Riyal discount percentage of the line,Basket discount percentage,Discount percentage of the product line,Discount percentage of invoice goods,Percentage of total discounts for one product,Tax percentage on the invoice,Tax percentage on the line,Final tax percentage,invoice date day,invoice year month,The basic price of a product,Invoice serial number,The price of one item for the shopkeeper with all discounts applied,Store code,Shop class,Standard group,Strategic group,Bazar group,Invoice date month,Neighborhoods,Characteristic 2,Characteristic 3,area,Characteristic 1,Numeric area,How to settle,weight,Feature 1,Feature 2
1780684,1633655.12,1549432,Setare,3368480,Pat,0,51131.256,8,TakhtJamshid,8,3.269999981,0,0,0,0,0,330.00%,9,0,9,,140103,193679,10151706587,204206.89,101517,B,Spices and salt,Seasoning and spices,garlic powder,,Government,,,3,,3,1,100,,
1782150,1635000,1500000,Zari,4830000,carton,0,0,10,Omid,10,0,0,0,0,0,0,0.00%,9,9,9,,140101,150000,10126506593,163500,101265,B,Spices and salt,Seasoning and spices,sumac,,Ghole,,,3,red sumac,3,1,80,,
1783406,1636151.84,1685944,Setare,11329048,Pat,0,185453.84,8,TakhtJamshid,8,2.96600008,0,8,0,0,0,1100.00%,9,7.090000153,9,,140101,210743,10207100187,204518.98,102071,B,Spices and salt,Seasoning and spices,cumin,,Zendan,,,1,Powder,1,1,70,,
1636470,1636470,1722600,Unknown,7312440,nylon,0,86130,12,RK,12,0,0,5,0,0,0,500.00%,0,0,0,,140102,143550,10209300257,136372.5,102093,B,Spices and salt,Seasoning and spices,starch,,Restooran,,,1,starch flower,1,1,0,,
1640646,1640646,1885800,SabzLand,17829600,Pat,0,245154,6,Arman,6,3,0,10,0,0,0,1300.00%,0,0,0,,140101,314300,10139806562,273441,101398,B,Spices and salt,Seasoning and spices,cinnamon,,Ahan,,,22,Powder,22,1,85,,
1641277,1641276.63,1755250,Berlin,9084900,Pat,0,114091.25,7,Pishtaz,7,0,0,2,0,0,4.493000031,650.00%,0,0,0,,140101,250750,10161408788,234468.09,101614,B,Spices and salt,Seasoning and spices,cinnamon,,Gharb,,,2,Powder,2,1,75,,
1641277,1641276.63,1755250,Berlin,9084900,Pat,0,114091.25,7,Pishtaz,7,0,0,2,0,0,4.493000031,650.00%,0,0,0,,140101,250750,10161408788,234468.09,101614,B,Spices and salt,Seasoning and spices,red pepper,,Gharb,,,2,,2,1,75,,
1790055,1642252.48,1638168,Setare,5572068,Pat,0,131053.44,8,TakhtJamshid,8,3.028000116,0,5,0,0,0,800.00%,9,6.124000072,9,,140102,204771,10177303660,205281.56,101773,A,Spices and salt,Seasoning and spices,ginger,,Mahalat,,,1,,1,1,80,,
1791102,1643213.12,1549432,Setare,11159920,Pat,0,41834.664,8,TakhtJamshid,8,2.703999996,0,0,0,0,0,270.00%,9,9.25,9,,140103,193679,10144207177,205401.64,101442,C,Spices and salt,Seasoning and spices,garlic powder,,Eshgh,,,12,,12,1,100,,
1792498,1644493.92,1899252,Setare,25725968,nylon,0,391245.912,12,TakhtJamshid,12,2.562999964,0,18,0,0,0,2060.00%,9,4.084000111,9,,140101,158271,10151508149,137041.16,101515,A,Spices and salt,Seasoning and spices,black pepper,,Janat,,,5,,5,1,50,,
1646409,1646409,1701900,Gib,48531086,Pat,0,56162.7,6,TakhtJamshid,6,3.260999918,0,0,0,0,0,330.00%,0,0,0,,140103,283650,10161409639,274401.5,101614,B,Spices and salt,Seasoning and spices,cumin,,Gharb,,,2,Black cumin,2,1,30,milled,
1797778,1649337.88,1544034,Amn,4696154,Pat,0,30880.68,1,Behesht,1,0,0,2,0,0,0,200.00%,9,5.133999825,9,,140103,1544034,10192700527,1649337.88,101927,D,Spices and salt,Seasoning and spices,thyme,,Dandoon,,,2,,2,1,35,,
1650000,1650000,1650000,Setare,36934987,nylon,0,0,30,Dehkade,30,0,0,0,0,0,0,0.00%,0,0,0,,140101,55000,10179302394,55000,101793,C,Spices and salt,Seasoning and spices,pecan,,Ahan,,,22,,22,1,80,,
1650000,1650000,1650000,Unknown,2145000,nylon,0,0,30,Ronisa,30,0,0,0,0,0,0,0.00%,0,0,0,,140103,55000,10178901995,55000,101789,B,Spices and salt,Seasoning and spices,pecan,,Reza,,,2,,2,1,0,,
1650000,1650000,1650000,Unknown,24100000,nylon,0,0,50,Ronisa,50,0,0,0,0,0,0,0.00%,0,0,0,,140101,33000,10134704218,33000,101347,C,Spices and salt,Seasoning and spices,black pepper,,Ahan,,,22,,22,1,0,,
1801783,1653012.24,1596336,Golijan,17798241,Pat,0,79816.8,12,Golijan,12,0,0,5,0,0,0,500.00%,9,3.165999889,9,,140102,133028,10177601788,137751.02,101776,C,Spices and salt,Seasoning and spices,thyme,,Hafez,,,13,,13,1,35,,
1701475,1653426.8,1672300,Setare,37179492,nylon,0,18395.3,20,TakhtJamshid,20,1.128999949,0,0,0,0,0,110.00%,0,2.905999899,2.905999899,,140103,83615,10209200822,82671.34,102092,B,Spices and salt,Seasoning and spices,vanilla,,Restooran,,,1,,1,1,3,,
1802853,1653993.76,1685944,Setare,11342956,Pat,0,168594.4,8,TakhtJamshid,8,2.996000051,0,7,0,0,0,1000.00%,9,6.017000198,9,,140101,210743,10136106315,206749.22,101361,B,Spices and salt,Seasoning and spices,cumin,,Satar,,,2,Powder,2,1,70,,
1768626,1654436.82,1701900,Gib,12828108,Pat,0,47653.2,6,TakhtJamshid,6,2.789000034,0,0,0,0,0,280.00%,0,6.90199995,6.90199995,,140103,283650,10150006923,275739.47,101500,A,Spices and salt,Seasoning and spices,cumin,,NanBala,,,3,Black cumin,3,1,30,milled,
1810060,1660605.24,1904364,Setare,35958226,metal can,0,380872.8,12,TakhtJamshid,12,0,0,20,0,0,0,2000.00%,9,5.769000053,9,,140101,158697,10169003302,138383.77,101690,B,Spices and salt,Seasoning and spices,curry spice,,Janat,,,5,,5,1,70,,
1661835,1661835,1695750,Berlin,12245100,Pat,0,33915,7,Pishtaz,7,0,0,2,0,0,0,200.00%,0,0,0,,140103,242250,10176902706,237405,101769,A,Spices and salt,Seasoning and spices,cumin,,Ashraf,,,2,Powder,2,1,75,,
1811454,1661884.68,1733940,Golijan,205067281,nylon,0,209806.74,12,Golijan,12,3.069000006,0,9,0,0,0,1210.00%,9,5.097000122,9,,140102,144495,10161408466,138490.39,101614,B,Spices and salt,Seasoning and spices,sumac,,Gharb,,,2,,2,1,70,,
1812144,1662517.68,1734600,Golijan,205067281,Pat,0,209886.6,12,Golijan,12,3.069000006,0,9,0,0,0,1210.00%,9,5.097000122,9,,140102,144550,10161408466,138543.14,101614,B,Spices and salt,Seasoning and spices,Turmeric,,Gharb,,,2,,2,1,90,,
1662570,1662569.84,1785600,Setare,41134200,Pat,0,123206.4,8,Gilan,8,0,6.889999866,0,0,0,0,690.00%,0,0,0,,140101,223200,10161207001,207821.23,101612,B,Spices and salt,Seasoning and spices,ginger,,Hend,,,6,,6,1,0,,
1816149,1666191.72,1899252,Setare,7550172,nylon,1,370354.14,11,TakhtJamshid,12,2.931999922,0,8.25,0,8.333000183,0,1950.00%,9,1.94599998,9,,140101,158271,10139806897,138849.31,101398,B,Spices and salt,Seasoning and spices,black pepper,,Ahan,,,22,,22,1,50,,
1668770,1668769.56,1699596,Setare,17363751,nylon,0,30592.728,12,TakhtJamshid,12,1.81400001,0,0,0,0,0,180.00%,0,0,0,,140103,141633,10158506823,139064.13,101585,C,Spices and salt,Seasoning and spices,ginger,,Safran,,,1,,1,1,50,,
1682907,1671374.82,1701900,Gib,14366128,Pat,0,30634.2,6,TakhtJamshid,6,1.79400003,0,0,0,0,0,180.00%,0,0.689999998,0.689999998,,140103,283650,10125613119,278562.47,101256,B,Spices and salt,Seasoning and spices,cumin,,Nan,,,1,Black cumin,1,1,30,milled,
1672000,1672000.08,1740000,Herkool,55363600,nylon,0,67860,12,Aroosha,12,2.907999992,0,1,0,0,0,390.00%,0,0,0,,140102,145000,10194001208,139333.34,101940,C,Spices and salt,Seasoning and spices,Baking powder,,Government,,,3,,3,1,75,,
1826184,1675397.84,1638168,Setare,3283160,Pat,0,101566.416,8,TakhtJamshid,8,3.171999931,0,3,0,0,0,620.00%,9,9.015999794,9,,140102,204771,10203900511,209424.73,102039,B,Spices and salt,Seasoning and spices,ginger,,Ahan,,,22,,22,1,80,,
1677000,1677000,2580000,Immer,14268000,Pat,0,903000,12,Bal,12,0,0,35,0,0,0,3500.00%,0,0,0,,140102,215000,10151706076,139750,101517,B,Spices and salt,Seasoning and spices,Turmeric,,Government,,,3,,3,1,100,,
1677000,1677000,2580000,Immer,44648000,Pat,0,903000,12,Bal,12,0,0,35,0,0,0,3500.00%,0,0,0,,140102,215000,10151508500,139750,101515,A,Spices and salt,Seasoning and spices,Turmeric,,Janat,,,5,,5,1,100,,
1677600,1677600,1677600,Unknown,25160400,Pat,0,0,6,Ronisa,6,0,0,0,0,0,0,0.00%,0,0,0,,140102,279600,10181602935,279600,101816,B,Spices and salt,Seasoning and spices,cinnamon,,Sani,,,1,,1,1,0,,
1830337,1679208.36,1605684,Golijan,6633024,nylon,0,65833.044,12,Golijan,12,1.057000041,0,2.999000072,0,0,0,410.00%,9,8.822999954,9,,140103,133807,10178902029,139934.03,101789,B,Spices and salt,Seasoning and spices,Baking powder,,Reza,,,2,,2,1,75,,
1830604,1679452.92,1605684,Golijan,9170232,nylon,0,64227.36,12,Golijan,12,2.04399991,0,1.998000026,0,0,0,400.00%,9,2.90899992,9,,140102,133807,10148805423,139954.41,101488,B,Spices and salt,Seasoning and spices,Baking powder,,JeyJey,,,9,,9,1,75,,
1832275,1680986.4,1899252,Setare,20098817,nylon,0,357059.376,12,TakhtJamshid,12,2.799999952,0,16,0,0,0,1880.00%,9,6.954999924,9,,140102,158271,10148910048,140082.2,101489,B,Spices and salt,Seasoning and spices,black pepper,,Satar,,,2,,2,1,50,,
1833309,1681935,1733940,Golijan,37526676,Pat,0,190733.4,12,Golijan,12,2.009000063,0,9,0,0,0,1100.00%,9,5.462999821,9,,140102,144495,10210400243,140161.25,102104,B,Spices and salt,Seasoning and spices,cumin,,Jey,,,10,green cumin,10,1,60,,
1833309,1681935,1733940,Golijan,37526676,nylon,0,190733.4,12,Golijan,12,2.009000063,0,9,0,0,0,1100.00%,9,5.462999821,9,,140102,144495,10210400243,140161.25,102104,B,Spices and salt,Seasoning and spices,sumac,,Jey,,,10,,10,1,70,,
1833791,1682376.88,1644992,Setare,3283160,Pat,0,101989.504,8,TakhtJamshid,8,3.171999931,0,3,0,0,0,620.00%,9,9.015999794,9,,140102,205624,10203900511,210297.11,102039,B,Spices and salt,Seasoning and spices,angelica,,Ahan,,,22,,22,1,70,,
1834007,1682575.68,1734600,Golijan,37526676,Pat,0,190806,12,Golijan,12,2.009000063,0,9,0,0,0,1100.00%,9,5.462999821,9,,140102,144550,10210400243,140214.64,102104,B,Spices and salt,Seasoning and spices,Turmeric,,Jey,,,10,,10,1,90,,
1784275,1685600,1720000,Amn,5218960,carton,0,34400,10,Behesht,10,0,0,2,0,0,0,200.00%,0,5.854000092,5.854000092,,140101,172000,10187202085,168560,101872,A,Spices and salt,Seasoning and spices,cardamom,,Vanak,,,3,,3,1,0,Tow shekels,
1838960,1687119.28,1685944,Setare,12821884,Pat,0,138247.408,8,TakhtJamshid,8,3.193000078,0,5,0,0,0,820.00%,9,9.078000069,9,,140101,210743,10156511076,210889.91,101565,B,Spices and salt,Seasoning and spices,cumin,,Ekbatan,,,5,Powder,5,1,70,,
1687800,1687800,1740000,Herkool,15089000,nylon,0,52200,12,Aroosha,12,3,0,0,0,0,0,300.00%,0,0,0,,140102,145000,10195202014,140650,101952,A,Spices and salt,Seasoning and spices,Baking powder,,Bala,,,1,,1,1,75,,
1687800,1687800,1740000,Herkool,4308000,nylon,0,52200,12,Aroosha,12,3,0,0,0,0,0,300.00%,0,0,0,,140102,145000,10187102125,140650,101871,C,Spices and salt,Seasoning and spices,Baking powder,,GroserZar,,,3,,3,1,75,,
1687800,1687800,1740000,Herkool,8436000,nylon,0,52200,12,Aroosha,12,3,0,0,0,0,0,300.00%,0,0,0,,140101,145000,10182301179,140650,101823,B,Spices and salt,Seasoning and spices,Baking powder,,Afsar,,,15,,15,1,75,,
1687800,1687800,1740000,Herkool,6738000,nylon,0,52200,12,Aroosha,12,3,0,0,0,0,0,300.00%,0,0,0,,140101,145000,10153502313,140650,101535,C,Spices and salt,Seasoning and spices,Baking powder,,Pars,,,4,,4,1,75,,
1688972,1688971.92,1740000,Herkool,64007000,nylon,0,50460,12,Aroosha,12,2.933000088,0,0,0,0,0,290.00%,0,0,0,,140102,145000,10125201882,140747.66,101252,B,Spices and salt,Seasoning and spices,Baking powder,,Tehranhead,,,21,,21,1,75,,
1692273,1692273.36,1740000,Herkool,11024000,nylon,0,46980,12,Aroosha,12,2.743000031,0,0,0,0,0,270.00%,0,0,0,,140103,145000,10160803152,141022.78,101608,C,Spices and salt,Seasoning and spices,Baking powder,,Rey,,,20,,20,1,75,,
1700000,1700000,1700000,Unknown,15130000,carton,0,0,20,Ronisa,20,0,0,0,0,0,0,0.00%,0,0,0,,140101,85000,10195000985,85000,101950,B,Spices and salt,Seasoning and spices,Turmeric,,NanBala,,,3,,3,1,80,,
1700000,1700000,1700000,Unknown,3400000,carton,0,0,10,Ronisa,10,0,0,0,0,0,0,0.00%,0,0,0,,140102,170000,10183602367,170000,101836,C,Spices and salt,Seasoning and spices,cardamom,,Reza,,,2,,2,1,0,,
1700000,1700000,1700000,Unknown,52409992,nylon,0,0,20,Gummy,20,0,0,0,0,0,0,0.00%,0,0,0,,140101,85000,10130605141,85000,101306,B,Spices and salt,Seasoning and spices,sour dough,,Eshgh,,,12,,12,1,0,,
1854870,1701715.36,1699600,Setare,7667567,Pat,0,137667.6,8,TakhtJamshid,8,3.142999887,0,5,0,0,0,810.00%,9,0,9,,140102,212450,10121807761,212714.42,101218,C,Spices and salt,Seasoning and spices,thyme,,Pars,,,4,,4,1,50,,
1855600,1702385.76,1699600,Setare,6929780,Pat,0,137667.6,8,TakhtJamshid,8,3.107000113,0,5,0,0,0,810.00%,9,0,9,,140102,212450,10138110006,212798.22,101381,C,Spices and salt,Seasoning and spices,thyme,,Fery,,,5,,5,1,50,,
1826640,1705705.84,1915800,Setare,11329048,Pat,0,210738,8,TakhtJamshid,8,2.96600008,0,8,0,0,0,1100.00%,0,7.090000153,7.090000153,,140101,239475,10207100187,213213.23,102071,B,Spices and salt,Seasoning and spices,black pepper,,Zendan,,,1,seed,1,1,60,,
1862438,1708658.4,1605684,Golijan,67541890,nylon,0,38536.416,12,Golijan,12,2.372999907,0,0,0,0,0,240.00%,9,1.741000056,9,,140101,133807,10149905619,142388.2,101499,C,Spices and salt,Seasoning and spices,Baking powder,,Kar,,,1,,1,1,75,,
1712882,1712881.92,1800000,Herkool,158211600,nylon,0,86400,12,Aroosha,12,2.839999914,0,2,0,0,0,480.00%,0,0,0,,140102,150000,10155004366,142740.16,101550,C,Spices and salt,Seasoning and spices,cardamom,,Satar,,,2,green cardamom,2,1,10,,
1713695,1713695.06,1755250,Berlin,13606410,Pat,0,42126,7,Pishtaz,7,0,0,2,0,0,0.367000014,240.00%,0,0,0,,140101,250750,10125612190,244813.58,101256,B,Spices and salt,Seasoning and spices,red pepper,,Nan,,,1,,1,1,75,,
1868384,1714113.36,1605684,Golijan,4689684,nylon,0,33719.364,12,Golijan,12,2.062000036,0,0,0,0,0,210.00%,9,3.145999908,9,,140101,133807,10180701282,142842.78,101807,C,Spices and salt,Seasoning and spices,Baking powder,,Abadi,,,19,,19,1,75,,
1868972,1714652.76,1788996,Golijan,205067281,Pat,0,216468.516,12,Golijan,12,3.069000006,0,9,0,0,0,1210.00%,9,5.097000122,9,,140102,149083,10161408466,142887.73,101614,B,Spices and salt,Seasoning and spices,red pepper,,Gharb,,,2,,2,1,80,,
1715640,1715640,2580000,Immer,26628000,Pat,0,864300,12,Bal,12,3.502000093,0,30,0,0,0,3350.00%,0,0,0,,140102,215000,10155405684,142970,101554,A,Spices and salt,Seasoning and spices,Turmeric,,Ame,,,5,,5,2,100,,
1717850,1717849.56,1755250,Berlin,38234678,Pat,0,36860.25,7,Pishtaz,7,0,0,2,0,0,0.130999997,210.00%,0,0,0,,140101,250750,10207600151,245407.08,102076,B,Spices and salt,Seasoning and spices,red pepper,,Khoda,,,1,,1,1,75,,
1873662,1718955.6,1733940,Golijan,18086856,nylon,0,157788.54,12,Golijan,12,2.049999952,0,7,0,0,0,910.00%,9,0,9,,140102,144495,10132302542,143246.3,101323,C,Spices and salt,Seasoning and spices,sumac,,Abadi,,,19,,19,1,70,,
1874375,1719610.08,1734600,Golijan,18086856,Pat,0,157848.6,12,Golijan,12,2.049999952,0,7,0,0,0,910.00%,9,0,9,,140102,144550,10132302542,143300.84,101323,C,Spices and salt,Seasoning and spices,Turmeric,,Abadi,,,19,,19,1,90,,
1874586,1719804,1733940,Golijan,9439920,nylon,0,156054.6,12,Golijan,12,2.006000042,0,6.999000072,0,0,0,900.00%,9,8.541000366,9,,140102,144495,10152504089,143317,101525,B,Spices and salt,Seasoning and spices,Turmeric,,4Rah,,,10,,10,1,100,,
1874695,1719903.36,1733940,Golijan,32256216,nylon,0,156054.6,12,Golijan,12,0,0,9,0,0,0,900.00%,9,5.826000214,9,,140102,144495,10139008091,143325.28,101390,B,Spices and salt,Seasoning and spices,sumac,,Satar,,,2,,2,2,70,,
1720145,1720145,1755250,Berlin,33071339,Pat,0,35105,7,Pishtaz,7,2,0,0,0,0,0,200.00%,0,0,0,,140102,250750,10188902189,245735,101889,C,Spices and salt,Seasoning and spices,red pepper,,Emami,,,13,,13,1,75,,
1720145,1720145,1755250,Berlin,5048150,Pat,0,35105,7,Pishtaz,7,0,0,2,0,0,0,200.00%,0,0,0,,140103,250750,10141608263,245735,101416,C,Spices and salt,Seasoning and spices,red pepper,,Usef,,,6,,6,1,75,,
1877096,1722106.56,1734600,Golijan,20775984,Pat,0,154379.4,12,Golijan,12,3.91899991,0,4.998000145,0,0,0,890.00%,9,3.026000023,9,,140101,144550,10103614280,143508.88,101036,A,Spices and salt,Seasoning and spices,Turmeric,,Kasif,,,6,,6,1,90,,
1881832,1726451.8,1672300,Setare,11163205,nylon,0,88631.9,20,TakhtJamshid,20,2.286000013,0,3,0,0,0,530.00%,9,0,9,,140102,83615,10198800825,86322.59,101988,B,Spices and salt,Seasoning and spices,vanilla,,Usef,,,6,,6,1,3,,
1882367,1726941.96,1638000,Frueh,5458990,Pat,0,54054,6,Binalood,6,3.275000095,0,0,0,0,0,330.00%,9,9.305000305,9,,140102,273000,10177701482,287823.66,101777,B,Spices and salt,Seasoning and spices,black pepper,,Hafez,,,13,,13,1,100,,
1728119,1728119.12,1856000,Setare,41134200,Pat,0,128064,8,Gilan,8,0,6.889999866,0,0,0,0,690.00%,0,0,0,,140101,232000,10161207001,216014.89,101612,B,Spices and salt,Seasoning and spices,thyme,,Hend,,,6,,6,1,0,,
1728927,1728927.48,1767150,Berlin,30682352,Pat,0,38877.3,7,Pishtaz,7,0,0,2,0,0,0.163000003,220.00%,0,0,0,,140103,252450,10176602193,246989.64,101766,A,Spices and salt,Seasoning and spices,Paprika pepper,,Ekbatan,,,5,Powder,5,1,75,,
1783284,1730000,1730000,Zari,2630000,nylon,0,0,10,Omid,10,0,0,0,0,0,0,0.00%,0,3.079999924,3.079999924,,140101,173000,10158605693,173000,101586,B,Spices and salt,Seasoning and spices,cardamom,,Homa,,,2,green cardamom,2,1,10,,
1775205,1730000,1730000,Zari,14054000,nylon,0,0,10,Omid,10,0,0,0,0,0,0,0.00%,0,2.612999916,2.612999916,,140101,173000,10149303546,173000,101493,C,Spices and salt,Seasoning and spices,cardamom,,Homa,,,2,green cardamom,2,1,10,,
1731347,1731346.56,1800000,Herkool,120513600,nylon,0,68400,12,Aroosha,12,2.813999891,0,1,0,0,0,380.00%,0,0,0,,140102,150000,10146110735,144278.88,101461,A,Spices and salt,Seasoning and spices,cardamom,,Winner,,,14,green cardamom,14,1,10,,
1731807,1731807,1767150,Berlin,22013420,Pat,0,35343,7,Pishtaz,7,2,0,0,0,0,0,200.00%,0,0,0,,140102,252450,10129815309,247401,101298,A,Spices and salt,Seasoning and spices,Paprika pepper,,Sani,,,1,Powder,1,1,75,,
1888640,1732696.8,2027232,Setare,52391238,nylon,0,437882.112,24,TakhtJamshid,24,1.585999966,0,20,0,0,0,2160.00%,9,7.089000225,9,,140103,84468,10151509288,72195.7,101515,A,Spices and salt,Seasoning and spices,Turmeric,,Janat,,,5,,5,1,50,,
1890691,1734578.64,1644992,Setare,48531086,Pat,0,54284.736,8,TakhtJamshid,8,3.260999918,0,0,0,0,0,330.00%,9,0,9,,140103,205624,10161409639,216822.33,101614,B,Spices and salt,Seasoning and spices,angelica,,Gharb,,,2,,2,1,70,,
1891520,1735339.68,1788996,Golijan,37526676,Pat,0,196789.56,12,Golijan,12,2.009000063,0,9,0,0,0,1100.00%,9,5.462999821,9,,140102,149083,10210400243,144611.64,102104,B,Spices and salt,Seasoning and spices,red pepper,,Jey,,,10,,10,1,80,,
1736000,1736000,1736000,Setare,36190800,Pat,0,0,8,Ronisa,8,0,0,0,0,0,0,0.00%,0,0,0,,140103,217000,10177804917,217000,101778,A,Spices and salt,Seasoning and spices,ginger,,Aman,,,3,,3,1,0,,
1740000,1740000,1740000,Loot,57018000,Pat,0,0,6,Ketab,6,0,0,0,0,0,0,0.00%,0,0,0,,140103,290000,10209500369,290000,102095,B,Spices and salt,Seasoning and spices,cumin,,Goli,,,22,green cumin,22,1,100,,
1797427,1742283.6,1759200,Erste,5002800,nylon,0,70368,12,TakhtJamshid,12,4,0,0,0,0,0,400.00%,3.164999962,3.164999962,3.164999962,,140101,146600,10174802379,145190.3,101748,B,Spices and salt,Seasoning and spices,vanilla,,Government,,,3,,3,1,3,,
1744000,1744000,1744000,Setare,33881000,Pat,0,0,8,Yaser,8,0,0,0,0,0,0,0.00%,0,0,0,,140103,218000,10133808771,218000,101338,C,Spices and salt,Seasoning and spices,garlic powder,,Kerman,,,8,,8,1,80,,
1746000,1746000,1800000,Herkool,24492000,nylon,0,54000,12,Aroosha,12,3,0,0,0,0,0,300.00%,0,0,0,,140101,150000,10111808035,145500,101118,B,Spices and salt,Seasoning and spices,ginger,,War,,,14,,14,1,75,,
1907177,1746499.2,1816512,Golijan,10563096,nylon,0,217981.44,24,Golijan,24,11.95400047,0,0,0,0,0,1200.00%,9.199999809,9.199999809,9.199999809,,140101,75688,10121106803,72770.8,101211,C,Spices and salt,Seasoning and spices,red pepper,,Jey,,,10,,10,1,40,,
1904185,1746958.6,1672300,Setare,4568428,nylon,0,70236.6,20,TakhtJamshid,20,1.161000013,0,3,0,0,0,420.00%,9,0,9,,140102,83615,10135303378,87347.93,101353,A,Spices and salt,Seasoning and spices,vanilla,,Binam,,,10,,10,1,3,,
1750000,1750000,1750000,Unknown,5730000,nylon,0,0,20,Ronisa,20,0,0,0,0,0,0,0.00%,0,0,0,,140102,87500,10196701366,87500,101967,C,Spices and salt,Seasoning and spices,pecan,,Khale,,,8,,8,1,0,,
1752000,1752000,1752000,Vaksan,24615000,nylon,0,0,24,Deniz,24,0,0,0,0,0,0,0.00%,0,0,0,,140102,73000,10124909956,73000,101249,C,Spices and salt,Seasoning and spices,Baking powder,,Ara,,,2,,2,1,50,,
1910234,1752508.16,1931672,Setare,28791560,Pat,0,324520.896,8,TakhtJamshid,8,2.766000032,0,14,0,0,0,1680.00%,9,6.380000114,9,,140102,241459,10125612652,219063.52,101256,B,Spices and salt,Seasoning and spices,ginger,,Nan,,,1,,1,1,80,,
1752885,1752885,2370000,Unknown,3120000,Pat,0,616200,30,IS,30,0,0,2,0,0,24.03899956,2600.00%,0,0,0,,140102,79000,10163202500,58429.5,101632,A,Spices and salt,Seasoning and spices,Baking powder,,NanBala,,,3,,3,1,0,,
1912686,1754757.72,1695408,Damavand,2603256,nylon,0,84770.4,12,Golijan,12,1.046000004,0,3.999000072,0,0,0,500.00%,9,8.730999947,9,,140103,141284,10162104717,146229.81,101621,C,Spices and salt,Seasoning and spices,thyme,,Monir,,,8,,8,1,20,,
1755250,1755250,1755250,Berlin,20415535,Pat,0,0,7,Pishtaz,7,0,0,0,0,0,0,0.00%,0,0,0,,140102,250750,10176902435,250750,101769,A,Spices and salt,Seasoning and spices,cinnamon,,Ashraf,,,2,Powder,2,1,75,,
1914445,1756371.36,1733940,Golijan,6073212,nylon,0,123109.74,12,Golijan,12,2.071000099,0,4.999000072,0,0,0,710.00%,9,8.730999947,9,,140102,144495,10174503161,146364.28,101745,C,Spices and salt,Seasoning and spices,Turmeric,,Usef,,,6,,6,1,100,,
1915014,1756893.24,1734600,Golijan,31770912,Pat,0,123156.6,12,Golijan,12,2.078999996,0,4.999000072,0,0,0,710.00%,9,5.234000206,9,,140101,144550,10134410526,146407.77,101344,B,Spices and salt,Seasoning and spices,Turmeric,,NanBala,,,3,,3,2,90,,
1915817,1757629.92,1733940,Golijan,30481900,nylon,0,121375.8,12,Golijan,12,2.006999969,0,4.997000217,0,0,0,700.00%,9,0.827000022,9,,140102,144495,10123607764,146469.16,101236,C,Spices and salt,Seasoning and spices,Turmeric,,Tehranhead,,,21,,21,1,100,,
1758108,1758108.1,2136050,Berlin,5483750,Pat,0,378080.85,7,Pishtaz,7,0,0,2,0,0,15.69299984,1770.00%,0,0,0,,140101,305150,10194200688,251158.3,101942,B,Spices and salt,Seasoning and spices,black pepper,,Reza,,,2,fennel,2,1,90,,
1764000,1764000,2940000,Immer,32100000,Pat,0,1176000,12,Bal,12,0,0,40,0,0,0,4000.00%,0,0,0,,140102,245000,10194802297,147000,101948,C,Spices and salt,Seasoning and spices,garlic powder,,Bala,,,1,,1,1,100,,
1764000,1764000,2940000,Immer,32100000,Pat,0,1176000,12,Bal,12,0,0,40,0,0,0,4000.00%,0,0,0,,140102,245000,10194802297,147000,101948,C,Spices and salt,Seasoning and spices,sumac,,Bala,,,1,Powder,1,1,100,,
1764000,1764000,2940000,Immer,32100000,Pat,0,1176000,12,Bal,12,0,0,40,0,0,0,4000.00%,0,0,0,,140102,245000,10194802297,147000,101948,C,Spices and salt,Seasoning and spices,red pepper,,Bala,,,1,,1,1,100,,
